Ciudad Real,Alcazar de San Juan,95.0,67.0,A-43 y CM-420
Ciudad Real,Manzanares,56.0,38.0,A-43
Ciudad Real,Valdepeñas,64.0,50.0,Autovía del IV Centenario/CM-45 y Cd Real-Valdepeñas/CM-412
Ciudad Real,Puertollano,42.0,31.0,A-41
Ciudad Real,Almaden,106.0,75.0,CM-4110 y CM-415
Ciudad Real,Alcoba,63.0,57.0,CM-412 y CM-4106
Ciudad Real,Villanueva de los Infantes,101.0,64.0,A-43 y CM-3127
Ciudad Real,Abenojar,49.0,36.0,CM-4112
Ciudad Real,Agramon,295.0,159.0,A-43
Ciudad Real,Aguas Nuevas,201.0,127.0,A-43
Ciudad Real,Agudo,104.0,82.0,CM-4110
Ciudad Real,Ajofrin,97.0,72.0,N-401
Ciudad Real,Alameda de la Sagra,148.0,106.0,N-401
Ciudad Real,Alamillo,112.0,79.0,A-41 y CM-4202
Ciudad Real,Albacete,198.0,124.0,A-43 y N-430
Ciudad Real,Albaladejo,126.0,85.0,A-43 y CM-3127
Ciudad Real,Albalate de Zorita,228.0,138.0,A-4
Ciudad Real,Albarreal de Tajo,136.0,96.0,N-401
Ciudad Real,Albatana,290.0,157.0,A-43
Ciudad Real,La Alberca de Zancara ,174.0,97.0,A-43
Ciudad Real,Alberche del Caudillo,216.0,138.0,N-401 y A-5
Ciudad Real,Alborea,253.0,151.0,A-43
Ciudad Real,Alcabon,154.0,106.0,N-401
Ciudad Real,Alcala del Jucar,259.0,157.0,A-43
Ciudad Real,Alcaraz,155.0,103.0,A-43 y CM-412
Ciudad Real,Alcaudete de la Jara,162.0,136.0,CM-403 y CM-401
Ciudad Real,Alcolea de Calatrava,20.0,21.0,N-430
Ciudad Real,Alcolea de Tajo,237.0,150.0,N-401
Ciudad Real,Alcolea del Pinar,331.0,187.0,A-4 y A-2
Ciudad Real,Alcubillas,88.0,65.0,Autovía del IV Centenario/CM-45, Cd Real-Valdepeñas/CM-412 y CM-412
Ciudad Real,Aldea del Rey,32.0,27.0,CM-4111
Ciudad Real,Alhambra,90.0,57.0,A-43 y N-430
Ciudad Real,Almadenejos,105.0,76.0,CM-4110
Ciudad Real,Almagro,31.0,26.0,CM-45
Ciudad Real,Almansa,289.0,155.0,A-43 y A-31
Ciudad Real,Almodovar del Campo,47.0,37.0,A-41
Ciudad Real,Almoguera,233.0,146.0,A-4
Ciudad Real,Almonacid de Toledo,101.0,72.0,N-401
Ciudad Real,Almorox,176.0,120.0,N-401
Ciudad Real,Almuradiel,74.0,58.0,CM-4111
Ciudad Real,Alovera,249.0,145.0,A-4
Ciudad Real,Alpera,287.0,154.0,A-43 y A-31
Ciudad Real,La Arboleda ,255.0,150.0,A-4
Ciudad Real,Arcicollar,142.0,100.0,N-401
Ciudad Real,Los Arenales ,255.0,150.0,A-4
Ciudad Real,Arenas de San Juan,55.0,35.0,A-43 y CM-420
Ciudad Real,Argamasilla de Alba,83.0,50.0,A-43
Ciudad Real,Argamasilla de Calatrava,42.0,30.0,A-41
Ciudad Real,Arges,117.0,84.0,N-401
Ciudad Real,Arroba de los Montes,63.0,60.0,N-430 y CR-721
Ciudad Real,Atienza,338.0,214.0,A-4
Ciudad Real,Azuqueca de Henares,243.0,142.0,A-4
Ciudad Real,Añover de Tajo,144.0,101.0,N-401
Ciudad Real,Balazote,180.0,111.0,A-43
Ciudad Real,Ballesteros de Calatrava,21.0,22.0,CM-4111
Ciudad Real,Barajas de Melo,203.0,118.0,A-4
Ciudad Real,Barcience,141.0,99.0,N-401
Ciudad Real,Bargas,128.0,91.0,N-401
Ciudad Real,Barrax,168.0,99.0,A-43
Ciudad Real,Belmonte,153.0,96.0,A-43 y CM-3102
Ciudad Real,Belvis de la Jara,169.0,140.0,CM-403 y CM-401
Ciudad Real,Beteta,318.0,206.0,CM-310
Ciudad Real,Bogarra,192.0,145.0,A-43
Ciudad Real,Bolaños de Calatrava,34.0,32.0,A-43 y CR-P-5111
Ciudad Real,Bonete,267.0,142.0,A-43 y A-31
Ciudad Real,El Bonillo ,152.0,92.0,A-43
Ciudad Real,Borox,170.0,104.0,A-4
Ciudad Real,Brazatortas,61.0,47.0,A-41 y N-420
Ciudad Real,Brihuega,287.0,167.0,A-4
Ciudad Real,Budia,277.0,180.0,CM-200
Ciudad Real,Burguillos de Toledo,105.0,76.0,N-401
Ciudad Real,Burujon,144.0,101.0,N-401
Ciudad Real,Cabanillas del Campo,252.0,148.0,A-4
Ciudad Real,Cabañas de la Sagra,132.0,92.0,N-401
Ciudad Real,Cabezamesada,143.0,96.0,A-43
Ciudad Real,Cabezarados,43.0,32.0,CM-4112
Ciudad Real,Calalberche,183.0,130.0,N-401
Ciudad Real,Calera y Chozas,220.0,139.0,N-401 y A-5
Ciudad Real,Calypo Fado,175.0,120.0,N-401
Ciudad Real,Calzada de Calatrava,39.0,35.0,CM-4111
Ciudad Real,La Calzada de Oropesa ,242.0,150.0,N-401 y A-5
Ciudad Real,Camarena,146.0,104.0,N-401
Ciudad Real,Camarenilla,136.0,96.0,N-401
Ciudad Real,Campillo de Altobuey,223.0,124.0,A-43
Ciudad Real,El Campillo de la Jara ,144.0,141.0,CM-4106
Ciudad Real,Campo de Criptana,107.0,72.0,A-43 y CM-420
Ciudad Real,Camuñas,91.0,59.0,A-43 y CM-420
Ciudad Real,Carboneras de Guadazaon,256.0,145.0,A-43
Ciudad Real,Carmena,156.0,111.0,N-401
Ciudad Real,El Carpio de Tajo ,156.0,111.0,N-401
Ciudad Real,Carranque,161.0,108.0,N-401
Ciudad Real,Carriches,163.0,119.0,N-401
Ciudad Real,Carrion de Calatrava,11.0,15.0,N-420/N-430
Ciudad Real,Carrizosa,99.0,61.0,A-43 y N-430
Ciudad Real,El Casar ,254.0,154.0,A-4
Ciudad Real,El Casar de Escalona ,171.0,114.0,N-401
Ciudad Real,Casarrubios del Monte,162.0,112.0,N-401
Ciudad Real,Las Casas ,9.0,14.0,CM-412
Ciudad Real,Casas de Benitez,185.0,105.0,A-43
Ciudad Real,Casas de Fernando Alonso,168.0,92.0,A-43
